UniqueCount	AmbigCount
0	94
0	43
1	35
0	36
0	2
4	2
0	0
5	0
0	2
0	10
0	0
0	20
0	0
0	99
0	0
2	946
0	836
4	365
9	143
0	845
2	6
0	11
0	7
0	72
0	574
0	75
0	75
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
2	1003
0	1004
1	193
0	0
0	15
0	26
8	73
63	82
1	9
2	9
0	6
3	3
2	0
0	0
0	0
1	1
0	0
55	100
14	2
0	0
0	3
9011	1074
19	660
0	463
984	62
0	36
23	92
7	0
0	0
1	308
0	0
0	0
0	0
1	367
1	362
0	241
3	137
1	3
0	16
0	16
0	14
3	8
0	0
1	0
0	0
3	0
1	5
0	5
0	2
4	0
2	1
0	341
2	7393
0	0
0	0
0	13700
0	5
4	5
0	0
39	34
0	0
0	0
0	0
0	0
20	254
0	91
0	214
41	86
2	0
150	0
0	0
0	0
0	1
8	2
0	1
0	2863
262	18580
33	12728
15	4005
0	13637
6	7573
679	445
8	445
0	0
0	0
0	454
0	443
0	434
0	446
0	430
1	511
0	526
0	502
0	346
0	514
0	479
0	299
0	10
0	20
8	32
0	12
0	22
0	0
0	0
0	0
22	59
6	13
539	121
0	68
4	119
0	3
12	0
289	545
29	544
7	479
1	382
1	465
0	281
1	89
1	2
0	1
0	0
0	0
1	2
0	0
9	871
1	94
75	872
1	55
3	34
74	54
0	32
0	0
0	8
0	0
0	0
2	34
425	34
0	0
63	27
2	5
0	15
4	22
0	0
0	0
0	0
0	22
0	1
0	0
176	9
6	1
0	0
6	3
0	0
0	43
0	5
9	43
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	858
158	300
1	280
1	136
0	29
3	40
0	0
0	0
0	4
0	0
0	0
167	4
0	2
1	2
0	0
22	11
0	0
1	31
0	0
0	0
11	0
0	0
0	0
0	0
0	0
2	4
5	0
20	163
0	163
0	39
0	47
0	1
0	0
0	0
0	0
13	0
76	478
0	478
0	69
0	69
0	0
0	0
3	2
58	2
297	3
0	3
1	0
1	0
35	103
16	103
15	31
316	657
11	635
13	339
12	1
11	0
0	10
69	67
2	46
3	35
2	0
42	16
0	0
0	0
1	16
0	0
0	0
0	0
0	0
0	215
3	215
0	41
0	47
0	48
0	8
1	0
0	0
0	420
10	5
0	0
0	0
0	0
0	382
0	382
0	382
0	382
0	382
8	262
0	41
0	1
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
5	0
0	0
1	0
0	0
420	377
0	349
0	118
0	0
0	0
0	0
0	0
1	1
0	0
7	574
501	768
0	156
0	680
2	348
6	291
0	340
182	57
3	57
0	0
0	0
0	176
0	364
0	353
0	342
10	278
7	340
0	24
0	54
0	3
0	0
0	0
0	3
0	3
0	0
0	0
0	1
0	1
0	0
0	0
1	86
0	111157
0	33057
0	24866
0	278869
0	281328
0	244749
0	223769
2	1085
0	92
0	32
345	1118
9	32
1	115
0	0
0	0
0	0
2	395
0	0
0	24
0	25
0	25
0	25
0	25
1	18
1	17
0	2
9	9
0	0
0	0
0	4
2	2
0	0
0	0
1	0
0	0
0	0
0	0
31	88
0	0
6	0
0	0
0	0
0	0
7	2
0	4
6	0
15	17
0	0
0	0
2	0
16	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	27
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
1	748
0	0
0	0
0	0
1	0
21	111
0	0
0	1618
0	1618
0	1085
4	9
2	5
0	80
0	72
0	60
3	3
1	0
6	35
0	9
1	0
0	0
0	0
4	2
334	1989
14	1987
4	1355
2	22
2	125
0	2
0	0
0	0
0	0
6	0
0	0
0	0
0	0
1	0
0	0
0	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	219
0	0
0	0
0	0
1	1
0	1
0	0
0	0
0	0
0	0
242	795
0	0
0	0
0	4
0	0
0	0
2	5
0	0
0	0
0	0
53	75
0	68
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
108	17
3	21
6	1
0	0
0	0
0	0
0	23
0	23
0	0
0	12
1	27
0	454
0	448
0	23
5	14
0	440
1	252
1	16
2	238
703	110
11	97
6	38
11	5
0	0
0	435
2	460
0	32
0	21
0	29
0	26
0	5
166	12
0	1
0	261
1	37
0	32
0	45
0	1
1	7
0	1
0	0
11	2938
0	31
0	5
0	5
0	10
3	4210
0	4327
1	4249
7	0
8	0
98	238
1	63
0	4370
0	2
2	209
0	4123
0	62
0	379
8	326
0	6
0	0
0	0
48	121
0	0
3	0
6	1
9	0
0	0
0	0
0	1294
0	0
0	0
81	0
16	2
0	0
115	516
39	476
0	0
642	235
16	10
0	81
4	135
0	143
0	11
0	146
0	3
25	0
392	384
12	256
16	167
219	172
9	102
3	0
11	5
2	0
1	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	0
0	0
0	0
0	0
0	0
92	272
0	102
3	37
6	248
10	55
6	29
2	51
0	0
0	0
25	0
1	3034
12	3067
13	234
0	189
0	204
0	68
0	51
1	46
0	0
25	258
2346	289
2	23
0	30
1	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	0
0	0
1115	682
89	682
0	0
7	17
1080	3849
6	2997
31	3800
7	170
0	150
2	499
1	0
73	368
0	83
0	38
2	6
0	0
473	37
18	36
0	38
0	4
2	4
0	38
10	108
0	183
0	186
2	202
0	245
1	241
37	78
0	237
0	1
1	1
0	1
0	0
2	1902
2	1954
0	747
19	758
1	103
0	58
0	24
19	41
0	0
0	0
0	1
0	0
0	1
19	127
67	960
35	891
4	914
2	870
9	54
0	42
18	15
580	61
0	60
3	0
0	0
0	837
4	780
8	14
9	0
0	163
0	0
14	3108
0	2406
6	889
26	130
0	2686
0	54
42	218
0	201
4	37
0	12
0	48
8	18
0	642
4	642
2	642
0	642
8	59
2	14
0	3
1	2
67	0
5	0
0	10
0	10
0	10
0	6
0	4
0	3
0	2
0	0
1	15
0	0
1285	2242
0	391
92	268
2	13
0	1530
1	1170
2651	431
12	25
85	113
0	292
0	193
0	22
2	69
0	0
2	2
0	0
0	2
14	8
4	25
0	0
0	0
0	25
0	0
0	0
0	2626
7	2626
6	556
2	34
7	46
0	46
0	49
0	11
0	0
2	0
6	0
2	251
0	0
0	3
0	3
0	3
0	3
0	4
0	0
0	0
0	0
0	2
1	1
0	0
0	0
0	1
0	1
5	1
0	0
1	1
364	256
2	1
0	146
0	154
0	246
0	143
0	78
0	145
0	119
0	123
0	115
0	23
0	0
0	0
0	0
2416	1
1	1
53	694
57	787
4	412
1	373
3	717
4	63
18	366
0	2848
2	2849
0	83
0	57
0	4
0	7
2	0
1	0
4	5
2	5
37	707
215	712
3	5
4	0
0	0
1	0
1	45
0	45
2	45
1	40
27	57
0	57
0	33
0	9
4	2
0	28
60	49
1	35
0	49
8	118
33	211
16	5
1	134
7	23
141	1254
76	1099
0	10
24	1
0	735
0	1098
1	136
4	0
1	4
0	0
0	0
0	0
0	0
150	891
50	632
4	872
64	748
1	133
9	540
0	289
1	3
859	5309
42	5309
1	75
0	346
0	414
68	375
9	382
6	28
0	9
3	16
3	6
0	10
0	0
0	1
0	1
0	0
0	0
0	0
0	131
0	131
0	9
1	4
0	2
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
58	106
0	100
0	0
0	130
3	124
1	24
0	128
2	8
0	4
0	33
0	31
0	0
0	1
3	0
0	0
119	1086
0	3
1	287
11	850
39	0
0	0
15	19
0	0
9	0
284	2
0	2
0	0
5	6
273	9727
33	7003
94	7927
39	8219
12	2731
1	4215
388	1610
2	100
0	1460
34	1141
13	36
0	0
0	0
0	0
14	1371
0	1371
2	885
0	179
43	210
4	0
1234	410
3	182
0	11
2	34
0	0
0	0
65	2
12	0
2	0
0	0
0	0
0	0
0	0
0	0
0	1356
10	1344
2	6
0	175
0	808
7	897
0	789
0	985
0	882
0	23
0	4
0	2
2	33
0	23
0	104
7	0
10	43
1	50
2	0
0	14
2	81
0	67
1	0
3	0
0	0
3	1514
8	1520
5	6
85	473
8	15
2	113
328	114
2	24
2	0
0	2
0	0
0	37
0	2
0	37
2	67
0	60
0	49
0	105
0	107
96	112
53	3
0	2
0	1
3	1
0	0
0	0
16	15
0	3
0	0
0	12
6	1
4473	770
14	762
0	3
2	0
72	0
2	423
2	415
9	21
463	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	9
2	81
0	33
0	22
1	98
0	67
0	51
0	47
2	65
0	9
1	3
5	0
3	0
1	0
0	0
2704	6
8	0
72	0
1	0
20	461
2	176
39	258
3	79
0	139
0	256
18	154
0	0
12	4
0	0
0	0
0	4
0	0
0	0
0	1417
2	1415
13	48
0	82
0	5
1	72
17	71
4	21
0	0
21	0
637	0
85	287
1	286
0	24
0	4379
0	0
0	0
0	0
0	27
0	30
1036	186
0	11
0	116
2	37
3	3
15	0
9	0
1	0
0	0
0	0
4	0
47	396
0	325
2	143
0	118
1	25
0	2
0	11
1	15
0	0
0	10
0	0
0	0
0	0
0	3
3	978
0	42
2	81
17	995
0	404
0	342
0	80
18	446
8	99
164	46
4	15
27	39
0	0
9	0
0	254
0	242
0	223
4	236
0	214
6	232
0	224
0	52
4	19
0	43
0	38
0	36
0	38
0	32
0	42
9	347
1	352
0	266
2	209
3	70
5	8
2	2
1	351
3	0
0	354
0	3
6	13
41	631
7	631
0	20
0	14
6	55
1	77
22	3
0	0
1	0
0	0
4	2
0	2
3	122
0	55
0	104
0	15
0	0
2	94
23	3
2	0
0	0
65	139
0	0
0	0
0	0
0	0
2	217
5896	2201
1	19
1	33
0	307
0	302
0	1340
0	3
892	133
2	35
3	98
0	12
13	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	575
6	515
0	28
0	28
1	418
2	1
7	363
9	132
0	56
17	21
0	4413
0	2
0	0
0	0
208	10
0	10
0	0
0	2
0	5
0	2
0	3
0	4
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
18	22
1	0
12	15
0	3
0	10
0	0
0	47
0	3
0	0
0	0
0	0
0	0
456	80
2	71
0	9
0	8
91	0
0	0
0	2
0	0
3	7
0	155
0	0
0	0
0	0
0	0
3	270
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	35
0	35
0	0
0	0
0	0
0	0
259	112
0	0
0	0
0	0
0	0
0	0
52	3
0	0
0	0
0	39
103	39
0	3
0	0
0	0
2	0
3	34
1	1
999	0
0	0
0	0
15	346
0	345
0	327
27	320
0	314
0	140
0	100
9	100
0	5
0	35
10	4
0	1
0	0
3	1
0	1
39	2615
0	2612
0	2563
0	2569
0	41
0	61
3	5
0	226
0	171
0	1
1	154
0	20
2	113
0	0
6	23
1	0
0	0
0	0
0	0
3	2
0	20
0	20
0	0
0	5
0	431
0	32
0	632
0	1088
0	597
9	1056
1	78
0	587
1	5
2	102
0	964
3	20
0	702
4	223
0	0
606	356
0	249
0	69
2	0
5	3
0	33
27	556
5	438
7	444
0	30
1	42
0	43
1	1
0	10
0	4
0	18
0	8
0	0
0	0
2	1104
81	1133
0	297
4	84
0	39
0	2
5	4
2	0
0	0
0	665
0	105
0	105
0	46
0	41
0	49
1	104
0	45
2	19
32	4
412	2539
4	2301
18	612
0	962
0	171
11	653
0	0
0	0
520	336
0	312
36	132
0	18
3	24
1	16
27	24
0	639
0	166
181	645
0	0
0	68
2	29
0	0
19	430
0	431
0	431
0	57
0	56
0	55
0	56
62	419
0	419
0	0
0	2
0	2
31	50
0	50
1	6
0	6
0	3
0	1
0	1
6	2
0	0
1	20
329	42
1	64
4	217
6	156
2	31
20	62
13	181
1	179
1	111
1	1489
0	1
0	1
37	1971
25	682
0	380
2	124
0	0
0	0
0	0
0	0
0	4
2	1
1	7
1062	89
16	7
0	82
0	5
0	81
0	81
0	0
0	4
0	8
1	5
0	0
0	0
20	12
0	13
0	1
0	2
0	2
0	1
0	1
422	5
0	2
0	3
546	6
0	6
2	0
0	2
20	0
0	0
8	253
5	294
0	295
5	4
0	32
1	17
4	10
8	0
9	23
10	18
0	6
10	16
7	11
0	5
0	2
0	0
0	0
5	0
0	0
1	0
2551	2901
1	2382
97	348
30	570
1	41
0	64
0	61
0	18
10	0
0	110
226	114
0	0
14	4
6	0
2044	1251
28	584
0	320
868	273
21	272
0	2
4	170
0	647
0	1305
6	1213
0	234
0	349
0	234
2	15
4	0
0	11
80	107
0	85
0	52
0	12
3	11
33	0
236	0
0	0
0	2
0	2
0	2
0	2
0	0
0	0
0	29
0	0
0	0
213	9
3	4
56	15
0	3799
0	0
0	0
0	0
0	0
0	0
0	0
0	288
0	0
0	0
1	32
2	32
0	29
0	0
0	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
199	3
0	3
0	3
1	107
12	94
0	105
1	56
0	68
4	24
2	8
0	11
1	11
1	18
284	99
72	120
0	0
0	0
0	0
53	0
0	0
0	17
0	13
0	42
0	169
1	0
1	20
0	176
0	34
0	154
51	182
1	2
0	1
0	0
0	176
0	8
0	0
4	209
0	238
0	236
0	116
0	23
3	26
0	14
13	23
7	3
1	23
6	19
25	8
1	8
532	118
58	120
0	0
97	15
0	0
6	3
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
7	0
400	28
1672	1229
0	371
0	975
0	845
23	2925
11	487
65	741
294	1588
50	2408
3	2379
4	1914
87	249
2	544
0	135
132	987
13	173
0	115
6	238
1	261
7	222
2	45
11	125
1	58
4	58
0	55
16	1
22	445
0	215
0	74
0	62
0	424
0	66
31	10
0	53
369	202
1	198
4	10
0	2
0	4
0	0
0	16
24	1
4	17
304	75
0	75
0	29
0	19
0	4
1	0
0	3
7	5
0	3
1113	3
0	0
0	0
0	356
1	1
0	7
0	7
0	3
3	0
0	0
182	1
0	0
0	0
16	83
0	90
0	29
2	6
10	35
1	56
0	75
1103	575
43	93
31	46
0	237
130	34
6	12
0	0
34	679
0	576
4	653
0	550
42	8
0	0
1085	329
0	291
3	81
0	0
2	26
0	26
8	38
2	55
21	118
4	348
0	405
1	435
0	34
0	0
0	0
0	0
0	0
0	0
0	0
1	141
5	141
0	130
1	48
0	16
0	28
0	19
0	52
0	52
0	12
0	12
0	69
0	12
0	9
0	11
0	13
0	4
0	1
0	2
0	0
0	0
103	354
0	294
28	125
0	5
8	0
119	72
0	0
0	0
0	0
1	0
22	0
850	0
0	0
106	116
0	0
11	6
2	12
0	5
0	27
0	10
0	17
48	62
0	0
0	0
0	0
0	91
1080	540
0	237
0	205
0	0
14	3
1	0
0	61
0	610
0	33
0	57
0	44
259	754
0	18
0	60
0	43
0	187
0	90
0	187
0	134
0	142
0	209
0	0
0	0
0	0
0	0
1357	7
0	1
0	6
1	1
0	0
752	1
0	1
1	0
15	2
0	0
3	0
1	20
0	20
0	4
9	27
3	0
79	515
0	281
4	281
7	1
3	0
0	45
0	40
0	18
4	36
2	9
0	1
13	0
120	49
0	31
0	33
0	30
9	1
0	5
12	31
505	79
7	0
0	4
2	0
0	17
0	20
0	66
0	1
0	4
9	9
0	0
1	188
0	940
1	865
5	0
0	765
0	33
1	686
0	297
12	12
0	0
0	57
1	4
0	49
0	16
0	37
0	28
530	76
2	46
0	83
0	71
0	16
1	1
108	140
0	15
0	146
0	0
0	5
0	0
0	0
0	0
0	5598
2	0
9	0
0	0
0	0
0	0
20	96
0	0
3	0
0	0
0	2
0	2
0	2
2	717
0	0
0	0
3	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	14
0	371
2	10
1	36
0	132
0	329
2	0
26	21
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
3	0
717	7760
0	0
0	1254
1	57
3	691
1	692
2	325
355	332
7	684
1	685
0	0
4	0
1	0
1	29
0	655
0	651
3	644
2	1
3	35
0	31
0	0
0	0
0	0
0	0
0	13
10	13
39	8
0	9
351	119
8	197
2	1870
2	550
0	170
14	1692
0	226
2	21
9	497
9	434
1	45
0	69
0	19
0	2
0	0
628	9038
0	2575
0	5817
0	981
0	6236
2	5698
35	1536
0	1316
18	1059
0	7
0	0
0	0
8	0
0	0
0	0
4	13
0	0
0	0
0	0
0	0
0	0
0	0
0	28
0	0
0	28
0	0
0	0
2	321
6	141
0	307
0	123
0	18
8	152
3	284
0	20
2	289
1	0
1	33
5	0
2	9
0	0
0	0
0	0
0	0
0	0
21	235
40	74
0	236
3	51
1	11
0	19
0	0
0	0
0	0
1	0
854	115
2	113
2	31
2	2
0	0
0	0
0	8
0	0
0	0
0	0
0	35
0	33
0	1
0	27
0	253
522	259
0	19
0	23
0	30
7	0
4	1
3	215
22	213
0	10
1	13
0	0
0	0
7	0
0	0
0	0
0	324
0	109
0	15
0	317
690	151
1	150
2	0
17	73
289	64
0	33
5	19
0	4
0	0
0	0
0	11302
0	0
1	131
2	148
3	6
0	46
0	3
2	3
0	0
0	1
0	1
0	0
0	0
0	0
99	157
21	157
0	27
0	22
0	0
0	0
0	1
0	2
5	4
0	1
77	1563
0	1558
0	214
0	203
0	105
0	37
0	0
4	16
0	15
0	19
6	25
3	16
307	71
55	23
0	2
0	68
0	4
0	0
1	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
2	0
0	290
0	412
0	0
0	0
0	414
0	412
3	43
0	2
0	2
0	0
0	412
0	412
0	2
0	0
0	71
0	3
1	0
0	0
0	13
0	14
0	17
0	14
0	18
0	0
0	0
0	0
37	3
0	1
0	1
1	0
0	2
0	0
19	8
27	699
3	695
1	699
0	212
22	346
9	427
3	143
5	70
0	65
14	0
9	0
10	0
0	0
0	0
10	0
1	0
6	1
1832	428
3	426
0	1381
0	0
0	0
1	16926
347	17847
365	17911
12	7239
6	7667
3	3166
76	348
7	321
3	1247
0	0
23	1141
125	1141
0	948
6	40
0	253
2	23
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
2	118
4	118
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	0
1	0
0	0
0	0
0	0
0	0
66	0
0	0
0	0
437	13
0	13
0	10
0	7
0	7
0	4
0	2
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	3
0	0
0	3
0	0
34	5
0	0
0	2
0	2
0	0
0	0
2	2
0	0
0	0
474	217
0	0
0	12
0	217
0	22
0	34
1	4731
0	4512
0	4151
0	4179
0	4484
79	4659
0	4703
7	3268
1	175
0	848
0	349
4	124
59	832
0	40
0	203
10	162
0	52
0	1
0	0
0	1
0	0
0	30
0	31
1	0
1	0
0	0
0	0
0	0
6	19
0	0
0	0
0	0
1	7
0	28
0	0
210	0
0	0
10	38
11	3
12	38
0	4
0	4
0	1
3	431
0	223
2	602
0	327
13	0
1	0
715	0
14	2
4	50
0	24
0	67
1	205
0	249
0	446
0	629
4	598
20	363
3	62
0	0
3235	5611
824	2388
2	2385
18	1219
3923	7872
1	7871
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
1	0
0	0
0	41
2	42
0	0
1	0
0	5
3	5
14	0
0	0
0	0
0	24627
1	24426
0	24632
0	5897
0	8769
161	8252
0	352
10	543
0	547
8	240
5	538
24	312
25	369
0	469
0	225
0	124
30	311
8	32
0	156
0	64
6	20
5	18
4	18
0	0
106	120
0	0
0	0
0	0
0	0
0	0
721	3046
215	3009
1	2866
6	0
311	3706
85	2339
25	3706
0	352
16	725
22	26
0	0
301	496
3	2392
15	166
2	170
1	2625
0	303
97	2227
8	2
1	0
4	2982
77	2587
8	2786
152	2890
6	122
1	310
1	201
3	191
0	4
12	4
14	1
13	26
0	5
4	26
0	1
0	46
0	71
0	71
1	62
0	10
0	1
0	0
1	9
6	3
0	6
2	8
294	3928
38	3810
4	170
0	0
11	8
0	6
0	4
1	2
263	125
0	127
0	43
56	61
0	2
0	0
0	0
29	100
604	67
0	50
0	17
0	61
0	60
0	62
0	25
0	60
0	48
14	67
0	58
0	58
0	6
1	1
19	563
8	563
1	528
1	521
0	476
2	15
0	20
0	5
0	0
17	364
26	382
10	384
5	22
0	921
0	955
24	859
18	109
9	218
0	82
4	5
0	48
7	29
5	3
1	134
5	122
0	56
0	6
0	97
1	9
0	2
0	77
0	99
15	657
0	5
0	0
0	1
0	163
0	10
0	4
2	0
2	572
5	232
0	42
532	339
71	59
24	282
193	173
1	134
3	134
0	69
2	14
0	0
78	51
0	51
0	0
64	14
0	14
0	0
136	1
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	2
0	2
0	0
11	3
3	3
0	0
75	0
0	0
15	3
0	3
165	1652
56	1539
11	1186
14	1652
7	53
12	3
7	248
0	145
8	2060
0	2252
43	2010
1	52
0	2058
4	29
2	2
1	0
0	224
6	430
22	501
0	504
0	92
0	25
0	161
7	167
0	238
154	839
6	808
0	127
6	398
0	97
4	137
0	1869
6	1728
27	1642
6	1708
45	1749
0	1739
3	229
4	101
2	34
1	9
32	68
3	123
14	717
2	754
28	758
1	723
0	164
17	106
0	0
11	178
14	59
0	158
0	97
0	99
0	100
4	10
4	19
13	0
1	17
11	12
0	0
101	1227
8	172
0	350
2	1093
25	199
0	936
1	417
1	464
0	223
0	239
0	124
15	30
15	95
0	234
14	128
70	201
20	4768
3	4551
0	3282
6	1731
18	740
3	375
2	316
0	246
0	0
0	0
0	0
397	1457
0	430
0	563
4	1462
0	1516
4	556
1	1341
0	103
7	43
0	0
26	16
7	91
466	32
3	4
0	18
0	18
0	16
0	12
2	0
22	26
0	10
0	17
0	14
0	0
0	1466
0	1466
73	1345
0	1471
38	1452
0	513
38	624
0	310
5	595
3	392
0	61
0	23
0	71
9	19
22733	4585
20	68
5	4509
7	7
4	7
11	2071
5	44
1	581
9	0
3	9
1	7
1	11
0	32
7	160
0	2049
19	148
0	258
0	314
1	209
3	51
0	0
18	2168
7	2284
14	334
0	556
1	761
0	762
0	554
2	720
15	110
13	671
4	376
20	711
50	352
2	46
4	46
3	0
52	1453
13	1454
30	1370
2	1307
0	43
0	27
108	361
4	34
2	37
34	267
9	72
21	29
1	2
0	19
1	191
14	122
0	96
5	116
7	54
1	0
0	50
0	5
188	0
0	2
11	625
9	625
6	611
1	21
0	44
3	532
3	30
3	52
8	0
0	0
71	1245
1	34
1	58
0	1066
17	42
0	37
31	1236
0	43
2	66
0	64
0	438
0	50
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8
0	0
0	226
0	226
0	45
0	5
0	28
1	20
0	3
0	0
0	0
0	0
0	0
0	0
0	19
1	19
1	1
200	0
0	0
0	0
5	1113
3	1238
4	1130
3	413
1	64
0	123
0	69
0	0
5	0
1	22
0	22
0	17
0	21
0	42
0	3
0	42
2	2
8	0
0	0
29	541
0	502
13	540
0	18
0	50
0	106
0	38
70	53
1	37
0	130
0	0
69	144
0	144
0	0
0	133
8	160
11	160
0	0
0	0
535	179
3	133
2	25
2	0
580	140
0	126
0	25
12	4
0	31
1	25
1	8
0	3
5	0
415	202
0	201
10531	11247
0	5691
3	4686
2	3706
34	2
166	75
0	73
0	0
0	0
7	0
0	5
0	5
2	5
4	0
0	0
5	0
10	7
459	2382
0	2348
1	299
0	505
2	129
5	93
1	0
0	0
3	0
0	0
0	0
0	0
2	74
0	59
0	60
19	25
0	54
3	5
8	571
1	2
0	2
2	1
0	0
0	0
0	0
1	0
0	0
0	0
0	10
1	8
0	6
0	10
7	9
0	0
0	0
0	57
0	3
0	0
0	0
1336	2
2	2
14	789
39	0
0	789
7	0
0	30
221	8
1	7
0	1
144	9
0	7
0	1
0	0
2	2
0	3
0	3
28	1130
0	254
7	1048
0	1042
1	437
6	1024
15	980
36	829
0	246
1	126
4	131
0	337
6	64
24	0
5	181
35	30
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
282	447
7	427
4	376
1	386
0	306
0	383
2	209
0	65
0	5
0	20
0	16
0	6
0	0
0	0
4	0
2	0
0	0
0	1
0	2
0	3
0	0
0	0
0	4
0	2
0	4
0	4
0	0
0	0
1	19
0	17
0	5
0	0
0	0
0	0
0	0
0	0
2	1
0	4
0	0
672	621
0	546
0	177
3	24
2	5
4	5
7	82
113	29
17	3
0	0
0	0
315	76
1	76
0	30
1	25
6	4
1	0
0	0
0	2921
0	2920
7	1757
0	1989
0	645
1	88
12	90
0	34
0	11
0	62
0	125
0	20
1	0
0	7
1	3
0	16
0	6
0	2
7	7
24	6
28	128
3	125
0	124
2	127
3	0
0	0
2	20
3	0
1	5
5	20
0	10
37	6
4	62
23	94
0	95
1	6211
0	0
0	13
0	0
0	2
0	17
3	17
0	15
0	0
20	72
0	11
0	3
0	8
0	10
0	11
0	0
0	11
0	15
0	11
1	9
0	30
0	10
20	37
2	0
0	6
0	1
0	9
